user_id,date,loan_amount,loan_term,interest_rate,income,credit_score,account_balance,business_revenue,num_employees,collateral_value,debt_to_income,region,is_commercial,default,model_decision,final_decision,officer_id,override_flag
U029,2013-04-01,124429,36,5.12,48930,552,9104,0,0,0,0.64,East,0,0,decline,decline,O007,0
U029,2013-05-01,173679,60,4.31,78935,394,8320,0,0,0,0.2,South,0,0,decline,decline,O007,0
U029,2013-06-01,52081,36,10.13,42472,302,179,0,0,0,0.36,South,0,1,decline,approve,O004,1
U029,2013-07-01,143082,12,11.87,90694,345,10436,0,0,0,0.28,East,0,0,decline,decline,O009,0
U029,2013-08-01,61102,36,3.68,79522,824,2372,0,0,0,0.53,North,0,0,approve,approve,O008,0
U029,2013-09-01,100170,12,6.31,80356,781,14379,0,0,0,0.38,East,0,0,approve,approve,O010,0
U029,2013-10-01,68871,36,10.9,82757,717,11673,0,0,0,0.23,East,0,0,approve,approve,O004,0
U029,2013-11-01,70720,60,7.71,34151,342,6659,0,0,0,0.73,West,0,0,decline,decline,O006,0
U029,2013-12-01,82019,60,11.46,38367,505,4911,0,0,0,0.47,South,0,0,decline,decline,O004,0
U029,2014-01-01,70042,60,12.11,86402,574,3041,0,0,0,0.46,South,0,1,decline,decline,O001,0
U029,2014-02-01,93433,24,3.39,53861,396,7620,0,0,0,0.81,North,0,0,decline,decline,O005,0
U029,2014-03-01,158431,36,7.57,58554,478,13862,0,0,0,0.53,South,0,1,decline,decline,O010,0
U029,2014-04-01,31130,36,11.75,74157,447,8307,0,0,0,0.67,North,0,0,decline,approve,O003,1
U029,2014-05-01,121428,60,7.54,63026,683,9139,0,0,0,0.36,West,0,0,approve,approve,O001,0
U029,2014-06-01,46080,12,3.07,81613,371,4473,0,0,0,0.55,North,0,1,decline,approve,O002,1
U029,2014-07-01,49135,24,7.04,71569,516,7474,0,0,0,0.68,North,0,0,decline,approve,O002,1
U029,2014-08-01,10000,36,13.47,56044,732,8871,0,0,0,0.34,West,0,0,approve,approve,O008,0
U029,2014-09-01,153824,36,14.42,58101,800,10620,0,0,0,0.65,East,0,0,approve,approve,O004,0
U029,2014-10-01,87934,24,9.73,65166,332,9120,0,0,0,0.56,West,0,1,decline,decline,O003,0
U029,2014-11-01,55048,24,6.68,67799,515,12243,0,0,0,0.45,South,0,0,decline,decline,O004,0
U029,2014-12-01,106488,60,8.59,76094,400,13274,0,0,0,0.67,South,0,0,decline,decline,O010,0
U029,2015-01-01,82551,24,5.83,63311,769,17642,0,0,0,0.35,West,0,0,approve,approve,O001,0
U029,2015-02-01,155066,60,5.02,58308,479,11099,0,0,0,0.67,North,0,0,decline,decline,O001,0
U029,2015-03-01,49108,24,8.92,56398,632,12104,0,0,0,0.54,West,0,0,approve,approve,O005,0
U029,2015-04-01,92931,24,11.84,51357,787,7386,0,0,0,0.3,South,0,0,approve,approve,O007,0
U029,2015-05-01,142521,36,5.67,92096,759,17693,0,0,0,0.63,West,0,0,approve,decline,O009,1
U029,2015-06-01,46728,60,13.91,42535,676,7648,0,0,0,0.81,North,0,0,approve,approve,O007,0
U029,2015-07-01,76936,24,5.02,34790,434,13010,0,0,0,0.35,South,0,0,decline,decline,O005,0
U029,2015-08-01,36119,24,9.7,77827,709,7535,0,0,0,0.75,East,0,0,approve,approve,O003,0
U029,2015-09-01,56582,36,12.32,69627,454,9277,0,0,0,0.37,West,0,1,decline,decline,O008,0
U029,2015-10-01,22287,12,5.56,101288,579,10099,0,0,0,0.76,West,0,0,decline,decline,O007,0
U029,2015-11-01,46968,36,6.56,58331,778,232,0,0,0,0.14,West,0,0,approve,approve,O004,0
U029,2015-12-01,34518,60,3.62,59420,498,10991,0,0,0,0.11,West,0,0,decline,decline,O001,0
U029,2016-01-01,66606,12,14.33,43526,716,9598,0,0,0,0.19,South,0,1,approve,decline,O003,1
U029,2016-02-01,148604,24,8.84,62014,397,6630,0,0,0,0.8,North,0,0,decline,decline,O008,0
U029,2016-03-01,113998,60,3.77,25324,549,4977,0,0,0,0.53,East,0,0,decline,decline,O002,0
U029,2016-04-01,164856,12,12.96,22244,404,6796,0,0,0,0.58,West,0,0,decline,decline,O009,0
U029,2016-05-01,80635,60,9.83,49132,626,4686,0,0,0,0.77,South,0,0,approve,decline,O004,1
U029,2016-06-01,55147,36,3.66,61326,781,7497,0,0,0,0.14,West,0,0,approve,approve,O007,0
U029,2016-07-01,93637,12,8.41,48260,676,6652,0,0,0,0.41,East,0,0,approve,approve,O010,0
U029,2016-08-01,69623,12,8.21,48429,314,8257,0,0,0,0.61,West,0,0,decline,decline,O007,0
U029,2016-09-01,120533,12,4.75,29833,780,13807,0,0,0,0.42,North,0,0,approve,approve,O008,0
U029,2016-10-01,24774,24,8.04,72631,315,5454,0,0,0,0.13,West,0,1,decline,decline,O007,0
U029,2016-11-01,96382,36,6.39,45746,784,7082,0,0,0,0.62,West,0,0,approve,approve,O004,0
U029,2016-12-01,175187,12,11.4,93190,578,10583,0,0,0,0.41,West,0,0,decline,decline,O007,0
U029,2017-01-01,53941,60,3.07,58615,632,5098,0,0,0,0.12,North,0,0,approve,approve,O005,0
U029,2017-02-01,77944,24,4.28,38971,556,13810,0,0,0,0.24,South,0,0,decline,decline,O010,0
U029,2017-03-01,13640,36,14.02,13885,484,5175,0,0,0,0.27,North,0,1,decline,decline,O007,0
U029,2017-04-01,155469,36,8.2,35437,326,10671,0,0,0,0.51,South,0,0,decline,decline,O003,0
U029,2017-05-01,95089,36,5.11,58732,324,15309,0,0,0,0.25,North,0,0,decline,decline,O010,0
U029,2017-06-01,73997,36,12.52,12473,361,5081,0,0,0,0.39,North,0,0,decline,decline,O007,0
U029,2017-07-01,102371,24,13.22,44149,532,6001,0,0,0,0.7,West,0,1,decline,decline,O007,0
U029,2017-08-01,96448,36,5.53,49357,763,7745,0,0,0,0.75,North,0,1,approve,approve,O002,0
U029,2017-09-01,64960,60,11.56,45196,648,10095,0,0,0,0.74,South,0,0,approve,approve,O008,0
U029,2017-10-01,29770,60,10.38,48309,585,9348,0,0,0,0.66,South,0,0,decline,decline,O007,0
U029,2017-11-01,107695,60,11.94,50692,713,9914,0,0,0,0.53,South,0,0,approve,decline,O009,1
U029,2017-12-01,100741,12,12.45,44297,705,12531,0,0,0,0.54,South,0,0,approve,approve,O004,0
U029,2018-01-01,80613,36,10.93,89398,680,9063,0,0,0,0.86,North,0,0,approve,approve,O009,0
U029,2018-02-01,84722,60,14.47,47665,469,2672,0,0,0,0.8,West,0,0,decline,decline,O001,0
U029,2018-03-01,154031,36,13.37,7436,589,16367,0,0,0,0.62,East,0,1,decline,decline,O005,0
U029,2018-04-01,114535,24,5.75,27274,815,12156,0,0,0,0.47,South,0,0,approve,decline,O010,1
U029,2018-05-01,33701,60,13.96,72038,586,3630,0,0,0,0.68,North,0,0,decline,decline,O007,0
U029,2018-06-01,164468,12,7.32,69008,606,9078,0,0,0,0.15,West,0,1,approve,decline,O004,1
U029,2018-07-01,134037,12,11.72,49497,307,13926,0,0,0,0.86,North,0,1,decline,decline,O007,0
U029,2018-08-01,130461,24,13.18,31773,656,5457,0,0,0,0.54,South,0,0,approve,approve,O009,0
U029,2018-09-01,60337,60,8.24,74229,438,14622,0,0,0,0.5,South,0,1,decline,approve,O005,1
U029,2018-10-01,142690,24,3.62,28257,810,5158,0,0,0,0.33,West,0,0,approve,approve,O005,0
U029,2018-11-01,109026,12,14.4,67472,547,12148,0,0,0,0.1,North,0,0,decline,decline,O002,0
U029,2018-12-01,41918,12,3.87,51417,840,-2807,0,0,0,0.15,South,0,0,approve,approve,O005,0
U029,2019-01-01,114390,36,7.18,69992,482,14716,0,0,0,0.31,South,0,0,decline,decline,O008,0
U029,2019-02-01,147593,24,10.16,49869,722,566,0,0,0,0.53,East,0,0,approve,approve,O004,0
U029,2019-03-01,128408,12,4.41,89205,696,15955,0,0,0,0.17,East,0,1,approve,approve,O002,0
U029,2019-04-01,10003,60,13.06,23102,604,4171,0,0,0,0.88,South,0,0,approve,approve,O008,0
U029,2019-05-01,119976,60,5.44,71506,318,19417,0,0,0,0.43,East,0,0,decline,decline,O004,0
U029,2019-06-01,81809,12,14.83,53077,682,10514,0,0,0,0.35,East,0,0,approve,approve,O005,0
U029,2019-07-01,10000,24,14.0,45922,525,15084,0,0,0,0.52,South,0,0,decline,decline,O007,0
U029,2019-08-01,132466,24,10.25,85103,529,9067,0,0,0,0.15,North,0,0,decline,decline,O005,0
U029,2019-09-01,134150,60,10.92,39647,794,2389,0,0,0,0.78,North,0,0,approve,decline,O010,1
U029,2019-10-01,98437,12,9.4,64682,783,5324,0,0,0,0.47,North,0,0,approve,approve,O004,0
U029,2019-11-01,49011,60,7.69,62440,658,12330,0,0,0,0.24,West,0,0,approve,approve,O007,0
U029,2019-12-01,169685,24,7.22,35393,672,24501,0,0,0,0.23,North,0,0,approve,approve,O004,0
U030,2011-01-01,79793,24,4.65,0,717,0,3083217,276,421511,0.51,East,1,0,approve,approve,O003,0
U030,2011-02-01,106162,24,14.74,0,566,0,2841550,395,234720,0.87,West,1,0,decline,decline,O009,0
U030,2011-03-01,159871,12,3.3,0,637,0,2012246,461,249161,0.26,East,1,0,approve,approve,O004,0
U030,2011-04-01,76473,36,9.27,0,487,0,3508473,147,215695,0.38,West,1,1,decline,decline,O001,0
U030,2011-05-01,119400,36,12.29,0,774,0,896595,257,257207,0.73,East,1,0,approve,approve,O006,0
U030,2011-06-01,90788,24,12.49,0,507,0,2752967,112,404013,0.73,West,1,0,decline,decline,O001,0
U030,2011-07-01,100955,36,11.82,0,373,0,1556726,117,355552,0.69,North,1,1,decline,approve,O010,1
U030,2011-08-01,115148,12,9.35,0,693,0,1751106,209,192418,0.79,South,1,0,approve,approve,O001,0
U030,2011-09-01,160079,36,10.81,0,789,0,2725789,384,242723,0.66,South,1,0,approve,approve,O002,0
U030,2011-10-01,112367,60,11.4,0,325,0,1856442,224,249222,0.61,South,1,0,decline,decline,O003,0
U030,2011-11-01,10000,36,8.93,0,836,0,1565300,164,291166,0.47,East,1,0,approve,approve,O002,0
U030,2011-12-01,90044,36,10.15,0,814,0,1504842,96,293008,0.47,South,1,0,approve,approve,O008,0
U030,2012-01-01,178455,36,13.16,0,556,0,13654,377,240414,0.42,West,1,0,decline,decline,O006,0
U030,2012-02-01,157104,60,6.75,0,579,0,2763203,491,125514,0.6,South,1,0,decline,decline,O001,0
U030,2012-03-01,139531,12,9.28,0,332,0,993369,428,238534,0.43,East,1,0,decline,approve,O006,1
U030,2012-04-01,158966,36,3.1,0,593,0,3858409,218,213754,0.22,East,1,0,decline,decline,O001,0
U030,2012-05-01,141201,24,11.25,0,607,0,1712387,187,160255,0.19,East,1,0,approve,decline,O009,1
U030,2012-06-01,157997,36,5.34,0,590,0,3309439,83,328838,0.84,West,1,0,decline,decline,O003,0
U030,2012-07-01,44124,60,8.77,0,603,0,190968,267,251921,0.12,East,1,0,approve,approve,O001,0
U030,2012-08-01,97007,60,5.52,0,342,0,2731483,282,146725,0.18,West,1,0,decline,decline,O001,0
U030,2012-09-01,107377,24,3.28,0,779,0,2988555,360,447997,0.46,East,1,0,approve,approve,O002,0
U030,2012-10-01,102702,60,8.8,0,382,0,3303563,345,291649,0.31,North,1,0,decline,decline,O006,0
U030,2012-11-01,71146,60,8.1,0,503,0,471961,33,329194,0.42,East,1,0,decline,decline,O001,0
U030,2012-12-01,107316,60,8.1,0,437,0,1297281,322,354806,0.19,South,1,0,decline,approve,O007,1
U030,2013-01-01,14988,12,5.51,0,382,0,2576509,80,206387,0.2,South,1,0,decline,decline,O004,0
U030,2013-02-01,122658,60,14.37,0,450,0,2148441,92,304365,0.74,North,1,0,decline,decline,O007,0
U030,2013-03-01,66310,36,3.04,0,618,0,2293359,409,57015,0.71,East,1,0,approve,approve,O004,0
U030,2013-04-01,10000,24,13.7,0,546,0,1639713,362,346236,0.18,South,1,0,decline,decline,O004,0
U030,2013-05-01,100825,36,11.84,0,336,0,3550798,301,243192,0.63,South,1,1,decline,decline,O004,0
U030,2013-06-01,177405,36,5.06,0,567,0,4608465,310,302672,0.59,West,1,0,decline,decline,O010,0
U030,2013-07-01,10000,24,8.67,0,414,0,2103979,19,242980,0.67,West,1,0,decline,decline,O010,0
U030,2013-08-01,87847,12,14.87,0,380,0,2453421,328,431770,0.48,East,1,1,decline,decline,O008,0
U030,2013-09-01,18894,12,10.72,0,826,0,2056243,52,372417,0.32,North,1,0,approve,approve,O002,0
U030,2013-10-01,112852,60,4.53,0,635,0,3284053,60,-11090,0.63,East,1,0,approve,approve,O008,0
U030,2013-11-01,143552,12,8.49,0,383,0,2829116,216,305276,0.4,West,1,0,decline,decline,O010,0
U030,2013-12-01,59537,12,8.62,0,453,0,933619,116,221799,0.28,West,1,1,decline,decline,O001,0
U030,2014-01-01,78819,60,12.63,0,552,0,1387297,268,309227,0.43,East,1,1,decline,decline,O007,0
U030,2014-02-01,92565,12,13.99,0,801,0,990703,203,307838,0.71,East,1,0,approve,decline,O007,1
U030,2014-03-01,161970,12,3.99,0,747,0,4694822,244,175701,0.48,East,1,0,approve,approve,O006,0
U030,2014-04-01,30091,60,6.77,0,572,0,2635311,499,238420,0.34,East,1,0,decline,decline,O004,0
U030,2014-05-01,77306,36,6.58,0,806,0,1404313,172,148060,0.77,North,1,0,approve,approve,O005,0
U030,2014-06-01,178535,36,14.95,0,431,0,1324447,484,398605,0.81,South,1,0,decline,decline,O001,0
U030,2014-07-01,63632,24,9.71,0,624,0,2805231,78,282728,0.45,East,1,0,approve,decline,O002,1
U030,2014-08-01,80274,12,13.56,0,650,0,2904920,344,293246,0.4,South,1,0,approve,approve,O010,0
U030,2014-09-01,109006,60,8.11,0,382,0,2798107,301,280394,0.59,West,1,1,decline,decline,O007,0
U030,2014-10-01,216358,60,11.67,0,425,0,1574442,314,144018,0.15,South,1,0,decline,decline,O002,0
U030,2014-11-01,44131,12,6.44,0,513,0,2305843,490,313281,0.65,East,1,0,decline,decline,O008,0
U030,2014-12-01,137767,12,13.94,0,761,0,2110915,266,428515,0.73,South,1,0,approve,approve,O007,0
U030,2015-01-01,40610,60,8.46,0,404,0,1063739,469,94390,0.42,East,1,0,decline,decline,O010,0
U030,2015-02-01,49622,60,12.64,0,670,0,1073506,435,258029,0.24,East,1,1,approve,approve,O008,0
U030,2015-03-01,74327,60,6.07,0,362,0,2411965,434,325961,0.12,West,1,0,decline,decline,O004,0
U030,2015-04-01,123242,24,11.32,0,768,0,2196451,338,175148,0.61,East,1,0,approve,approve,O001,0
U030,2015-05-01,72512,36,7.86,0,325,0,2553351,194,323230,0.32,West,1,1,decline,decline,O007,0
U030,2015-06-01,106645,60,3.38,0,300,0,2791023,264,254498,0.47,North,1,0,decline,decline,O001,0
U030,2015-07-01,64125,36,7.96,0,393,0,3499382,125,178742,0.41,East,1,0,decline,decline,O007,0
U030,2015-08-01,104074,12,9.6,0,751,0,1224095,413,-957,0.24,West,1,0,approve,approve,O009,0
U030,2015-09-01,35114,36,4.82,0,311,0,2630236,487,240065,0.51,West,1,0,decline,decline,O005,0
U030,2015-10-01,36358,36,5.21,0,597,0,2749198,23,242668,0.47,East,1,0,decline,decline,O002,0
U030,2015-11-01,74323,36,8.58,0,719,0,1687869,387,381422,0.6,South,1,0,approve,approve,O001,0
U030,2015-12-01,130554,12,7.11,0,466,0,2121863,224,283883,0.3,West,1,0,decline,decline,O008,0
U030,2016-01-01,109689,36,8.29,0,553,0,1713441,102,197004,0.27,North,1,1,decline,decline,O004,0
U030,2016-02-01,61281,36,8.53,0,593,0,4108590,243,92865,0.75,South,1,1,decline,approve,O008,1
U030,2016-03-01,43421,24,4.68,0,443,0,2104852,492,337454,0.66,South,1,0,decline,decline,O002,0
U030,2016-04-01,151690,12,5.17,0,508,0,2451505,189,261743,0.72,East,1,0,decline,decline,O003,0
U030,2016-05-01,168162,36,13.18,0,525,0,1736015,484,210597,0.2,West,1,1,decline,decline,O003,0
U030,2016-06-01,125386,12,4.95,0,757,0,1520365,63,195884,0.28,North,1,0,approve,approve,O004,0
U030,2016-07-01,117777,60,10.99,0,583,0,697997,314,374344,0.56,West,1,0,decline,decline,O009,0
U030,2016-08-01,10000,36,8.02,0,785,0,3099868,484,389129,0.79,North,1,0,approve,approve,O009,0
U030,2016-09-01,129681,12,14.62,0,410,0,2768437,39,187327,0.81,West,1,0,decline,decline,O005,0
U030,2016-10-01,179420,36,3.79,0,649,0,1698903,396,20169,0.77,East,1,0,approve,approve,O007,0
U030,2016-11-01,153610,36,12.96,0,632,0,1099630,21,228657,0.13,North,1,0,approve,approve,O009,0
U030,2016-12-01,150902,60,8.9,0,379,0,2179908,120,272609,0.76,East,1,0,decline,decline,O001,0
U030,2017-01-01,17233,24,3.06,0,685,0,1502303,424,257243,0.82,West,1,0,approve,approve,O002,0
U030,2017-02-01,64784,12,6.16,0,703,0,1777957,430,92565,0.15,North,1,1,approve,approve,O006,0
U030,2017-03-01,92758,36,7.89,0,627,0,736440,420,403305,0.43,North,1,0,approve,approve,O003,0
U030,2017-04-01,64417,60,6.77,0,593,0,2217069,381,63956,0.53,West,1,0,decline,decline,O007,0
U030,2017-05-01,42006,60,7.35,0,793,0,2237003,417,175107,0.29,East,1,0,approve,decline,O005,1
U030,2017-06-01,120955,24,14.0,0,483,0,3094722,121,147805,0.51,North,1,0,decline,decline,O010,0
U030,2017-07-01,149837,24,7.33,0,511,0,1849258,178,142521,0.81,North,1,0,decline,decline,O008,0
U030,2017-08-01,30180,60,8.03,0,550,0,1666437,113,31738,0.79,North,1,0,decline,decline,O001,0
U030,2017-09-01,151895,60,12.13,0,466,0,443239,457,256063,0.85,West,1,0,decline,decline,O009,0
U030,2017-10-01,111162,12,12.53,0,842,0,3100960,20,391453,0.49,South,1,0,approve,decline,O010,1
U030,2017-11-01,181151,12,4.01,0,461,0,2892823,356,233530,0.43,West,1,0,decline,decline,O006,0
U030,2017-12-01,139741,60,11.45,0,572,0,2028738,338,149237,0.63,East,1,0,decline,decline,O005,0
U030,2018-01-01,106494,60,8.79,0,835,0,670768,281,390959,0.43,South,1,0,approve,approve,O008,0
U030,2018-02-01,106886,24,4.61,0,718,0,785472,23,333931,0.13,North,1,0,approve,approve,O004,0
U030,2018-03-01,100106,12,6.18,0,706,0,1452894,184,165547,0.68,North,1,1,approve,approve,O009,0
U030,2018-04-01,190928,60,3.54,0,691,0,2965225,167,282234,0.32,South,1,0,approve,approve,O005,0
U030,2018-05-01,130602,12,7.32,0,737,0,2290337,119,357902,0.14,North,1,0,approve,approve,O001,0
U030,2018-06-01,81600,12,6.06,0,386,0,506642,161,159611,0.12,North,1,0,decline,decline,O008,0
U030,2018-07-01,128463,60,7.59,0,704,0,2404211,243,262169,0.85,West,1,0,approve,approve,O009,0
U030,2018-08-01,123304,60,9.96,0,574,0,1160853,150,211151,0.3,West,1,0,decline,decline,O005,0
U030,2018-09-01,78859,36,11.79,0,714,0,1477787,490,130749,0.46,East,1,0,approve,approve,O005,0
U030,2018-10-01,58992,12,10.26,0,626,0,2971738,128,266623,0.86,North,1,0,approve,approve,O006,0
U030,2018-11-01,159097,12,11.14,0,411,0,2765504,391,293237,0.47,East,1,1,decline,decline,O009,0
U030,2018-12-01,86880,24,13.39,0,601,0,3093099,18,254400,0.16,East,1,0,approve,approve,O005,0
U030,2019-01-01,84072,24,13.49,0,435,0,1976866,186,168377,0.54,South,1,0,decline,decline,O002,0
U030,2019-02-01,129090,24,13.33,0,632,0,2883024,419,460078,0.17,South,1,0,approve,approve,O003,0
U030,2019-03-01,74111,12,4.84,0,302,0,1413863,58,201039,0.18,North,1,0,decline,approve,O010,1
U030,2019-04-01,111432,60,6.01,0,461,0,1742434,307,305840,0.78,South,1,0,decline,decline,O003,0
U030,2019-05-01,80987,60,9.03,0,811,0,1673706,438,330733,0.33,East,1,1,approve,decline,O009,1
U030,2019-06-01,10000,60,7.3,0,376,0,2023865,379,908,0.64,West,1,0,decline,decline,O008,0
U030,2019-07-01,119317,12,4.58,0,484,0,713508,342,332936,0.51,South,1,1,decline,approve,O006,1
U030,2019-08-01,113091,60,6.45,0,779,0,1774995,158,250894,0.28,East,1,0,approve,approve,O005,0
U030,2019-09-01,117691,24,14.71,0,462,0,3451657,166,223689,0.51,South,1,0,decline,decline,O010,0
U030,2019-10-01,10000,60,7.16,0,320,0,907471,101,237700,0.16,North,1,0,decline,decline,O002,0
U030,2019-11-01,32466,60,8.03,0,597,0,670678,161,308287,0.38,South,1,0,decline,decline,O009,0
U030,2019-12-01,158126,24,3.08,0,598,0,751311,470,21743,0.52,West,1,0,decline,decline,O010,0
U031,2015-01-01,10324,36,6.45,0,415,0,3299516,371,270211,0.71,South,1,0,decline,decline,O006,0
U031,2015-02-01,114900,36,3.16,0,769,0,806349,216,250635,0.38,South,1,0,approve,approve,O004,0
U031,2015-03-01,76585,60,14.18,0,466,0,2333843,206,297104,0.83,North,1,0,decline,decline,O010,0
U031,2015-04-01,87705,60,6.76,0,744,0,2645108,292,287991,0.54,East,1,1,approve,approve,O009,0
U031,2015-05-01,43003,36,12.17,0,532,0,3153846,26,76581,0.41,North,1,0,decline,decline,O006,0
U031,2015-06-01,159738,60,8.63,0,413,0,2768342,328,356086,0.16,South,1,0,decline,decline,O008,0
U031,2015-07-01,113117,60,4.61,0,807,0,475711,393,246702,0.47,South,1,1,approve,approve,O008,0
U031,2015-08-01,149681,24,10.94,0,450,0,2001155,178,252713,0.32,West,1,0,decline,approve,O004,1
U031,2015-09-01,94756,36,5.78,0,669,0,2511213,386,291815,0.16,West,1,1,approve,approve,O005,0
U031,2015-10-01,159486,12,6.46,0,648,0,3086320,195,340411,0.64,East,1,0,approve,approve,O002,0
U031,2015-11-01,10000,24,3.39,0,466,0,869460,131,355509,0.88,East,1,0,decline,decline,O004,0
U031,2015-12-01,100290,36,3.2,0,371,0,1060889,450,316584,0.4,South,1,1,decline,decline,O006,0
U031,2016-01-01,159755,36,9.16,0,652,0,536471,233,75396,0.34,South,1,1,approve,approve,O002,0
U031,2016-02-01,10000,24,3.69,0,310,0,1999644,136,242904,0.17,South,1,0,decline,decline,O002,0
U031,2016-03-01,106462,60,5.51,0,452,0,2270484,175,156397,0.28,North,1,0,decline,decline,O010,0
U031,2016-04-01,128857,12,14.09,0,461,0,2354529,483,267923,0.33,West,1,1,decline,approve,O007,1
U031,2016-05-01,80777,12,3.99,0,685,0,1734135,131,230130,0.38,West,1,1,approve,approve,O010,0
U031,2016-06-01,149727,36,6.49,0,443,0,1886900,331,453600,0.61,South,1,0,decline,approve,O005,1
U031,2016-07-01,150233,36,11.72,0,438,0,1894697,229,113677,0.19,South,1,0,decline,decline,O003,0
U031,2016-08-01,69092,12,13.61,0,505,0,1767402,438,251011,0.15,West,1,0,decline,decline,O003,0
U031,2016-09-01,80659,36,3.55,0,395,0,164837,288,261313,0.84,East,1,0,decline,decline,O007,0
U031,2016-10-01,41927,12,5.23,0,655,0,1043409,157,203357,0.74,South,1,1,approve,approve,O003,0
U031,2016-11-01,115882,60,7.65,0,770,0,2537668,301,247696,0.32,South,1,0,approve,approve,O010,0
U031,2016-12-01,110124,12,7.33,0,617,0,1555461,435,464156,0.61,East,1,0,approve,approve,O005,0
U031,2017-01-01,100116,12,6.46,0,811,0,1499165,256,286247,0.57,South,1,0,approve,approve,O002,0
U031,2017-02-01,105033,12,5.91,0,318,0,3266301,415,401172,0.69,West,1,0,decline,approve,O003,1
U031,2017-03-01,57140,36,6.22,0,712,0,3075324,197,203003,0.79,West,1,0,approve,decline,O004,1
U031,2017-04-01,28556,60,4.6,0,706,0,1269581,20,327231,0.39,East,1,0,approve,approve,O001,0
U031,2017-05-01,122210,24,4.96,0,701,0,3491116,293,168920,0.63,West,1,1,approve,approve,O004,0
U031,2017-06-01,90093,24,10.28,0,400,0,1804373,54,162797,0.74,East,1,0,decline,decline,O004,0
U031,2017-07-01,48445,12,6.51,0,317,0,2799927,133,71851,0.66,East,1,0,decline,decline,O003,0
U031,2017-08-01,63748,36,7.8,0,454,0,1965430,387,143398,0.84,West,1,0,decline,approve,O010,1
U031,2017-09-01,145927,24,7.94,0,428,0,1360185,256,255597,0.5,East,1,0,decline,approve,O009,1
U031,2017-10-01,143072,24,4.32,0,614,0,2801862,415,404603,0.74,West,1,0,approve,approve,O003,0
U031,2017-11-01,133147,12,12.83,0,665,0,1097845,346,238355,0.83,East,1,0,approve,approve,O002,0
U031,2017-12-01,97936,12,14.48,0,761,0,1842743,456,273216,0.55,East,1,0,approve,approve,O007,0
U031,2018-01-01,65898,36,6.16,0,460,0,1997146,168,364566,0.11,East,1,0,decline,decline,O009,0
U031,2018-02-01,166114,24,6.53,0,675,0,1614586,276,217636,0.75,West,1,0,approve,decline,O006,1
U031,2018-03-01,83830,12,11.32,0,631,0,640295,301,152388,0.78,South,1,1,approve,approve,O005,0
U031,2018-04-01,113529,60,3.97,0,319,0,2506620,87,163786,0.42,North,1,0,decline,decline,O001,0
U031,2018-05-01,57472,60,13.89,0,845,0,2920659,300,362127,0.28,South,1,0,approve,approve,O003,0
U031,2018-06-01,88087,60,4.45,0,761,0,2164201,392,264453,0.88,East,1,0,approve,approve,O009,0
U031,2018-07-01,10000,12,11.78,0,457,0,1239282,160,264461,0.54,West,1,0,decline,approve,O008,1
U031,2018-08-01,68562,36,6.5,0,663,0,4167640,294,160864,0.51,East,1,0,approve,approve,O009,0
U031,2018-09-01,23820,60,6.88,0,622,0,1768914,160,384331,0.86,South,1,0,approve,approve,O008,0
U031,2018-10-01,110861,60,4.69,0,388,0,1751804,133,434732,0.43,North,1,0,decline,decline,O001,0
U031,2018-11-01,70212,60,10.76,0,472,0,-925212,237,267320,0.78,South,1,0,decline,decline,O008,0
U031,2018-12-01,84917,12,12.54,0,339,0,759015,281,341816,0.66,West,1,1,decline,decline,O008,0
U031,2019-01-01,206517,12,14.4,0,502,0,3160518,368,185513,0.87,West,1,0,decline,decline,O005,0
U031,2019-02-01,48930,12,6.98,0,542,0,5292909,349,377440,0.44,South,1,0,decline,decline,O006,0
U031,2019-03-01,106095,60,10.45,0,805,0,3285831,226,307557,0.83,South,1,0,approve,approve,O002,0
U031,2019-04-01,110969,12,7.98,0,387,0,958006,156,126963,0.56,North,1,0,decline,decline,O001,0
U031,2019-05-01,52509,12,9.69,0,831,0,2476090,227,295209,0.48,East,1,0,approve,approve,O008,0
U031,2019-06-01,155174,36,4.96,0,450,0,1611120,105,294705,0.34,West,1,0,decline,decline,O007,0
U031,2019-07-01,182316,12,9.98,0,399,0,1641683,456,268165,0.54,West,1,1,decline,decline,O004,0
U031,2019-08-01,159973,24,13.19,0,546,0,698139,59,300849,0.56,North,1,0,decline,decline,O007,0
U031,2019-09-01,52307,12,13.36,0,836,0,2519485,478,245318,0.82,West,1,1,approve,approve,O002,0
U031,2019-10-01,64858,12,8.8,0,795,0,731439,466,231664,0.66,West,1,0,approve,approve,O002,0
U031,2019-11-01,10000,24,5.83,0,588,0,-300736,52,274974,0.76,South,1,0,decline,decline,O007,0
U031,2019-12-01,90914,24,13.04,0,714,0,1590649,28,215028,0.72,South,1,0,approve,approve,O003,0
U031,2020-01-01,94492,12,14.99,0,378,0,-559272,122,185218,0.32,North,1,0,decline,approve,O006,1
U031,2020-02-01,138972,36,7.53,0,684,0,1191968,386,361038,0.26,West,1,0,approve,approve,O007,0
U031,2020-03-01,188166,60,14.09,0,737,0,2599621,222,192654,0.31,North,1,0,approve,approve,O007,0
U031,2020-04-01,37059,24,14.8,0,827,0,3131774,27,233917,0.22,East,1,1,approve,approve,O010,0
U031,2020-05-01,106922,36,7.75,0,640,0,2637612,143,202027,0.41,East,1,0,approve,approve,O004,0
